17051,3428
17107,4906
17165,4519
17097,83348
17127,2718
17017,1597
18069,5211
18181,3560
18075,2531
18145,5657
18153,3089
18157,21125
18057,33189
18005,9883
18049,3286
18113,5924
18019,18498
18063,22055
18053,9115
18071,6203
18119,3185
18183,4657
18023,3915
18161,999
18029,6497
18093,6265
18123,2622
18129,3971
18015,3095
18045,2462
18149,3523
18055,4842
19011,3711
19061,12668
19151,1150
19177,1196
19003,615
19009,940
19051,1035
19093,1032
19135,1243
19167,3710
19025,1657
19033,7112
19083,2793
19117,1386
19147,1436
19087,3213
19099,5667
19157,2444
19043,2359
19017,3094
19063,1629
19081,1426
19097,2832
19111,5670
19181,7079
19123,3035
19041,2892
19055,2253
13005,1548
13025,2109
13017,1981
13033,2770
13047,11003
13053,1475
13055,3157
13073,21985
13087,3996
13115,12447
13117,25581
13137,5810
13147,3936
13185,13960
13191,2366
13199,3572
13207,3675
13237,3103
13261,3711
13265,151
13301,553
20193,1472
19185,831
19163,24471
20181,1163
20127,1006
20163,880
20025,436
20077,1066
20111,4718
20145,1352
20033,396
20063,456
20079,5753
20093,477
20113,4651
05041,1469
05049,2631
05061,2091
05051,19838
05093,5848
05115,8324
05117,1274
05139,5656
05147,792
05023,3731
05025,1138
05067,2568
05057,2954
05135,3051
05137,2084
05143,28967
05005,8080
05003,2882
05031,14446
05055,6356
05105,1737
05111,3473
05133,2053
05013,657
05019,3179
05075,2593
05095,1019
05029,2810
05101,1391
05001,2536
05085,10781
05015,4724
05123,4599
05119,61112
06047,36611
06043,4246
06049,1764
06013,168811
06027,3278
06099,85694
06083,58185
06103,13361
06051,2784
06069,10084
13079,2264
13029,5504
13035,2941
13039,8989
13099,1362
13069,5041
13077,21706
13123,4048
13297,12877
13317,1288
13091,2834
13129,8268
13057,38697
13113,14808
13177,4628
13227,5078
13133,2407
13075,2246
13085,3727
13121,111827
15001,31769
15003,138230
15007,10064
15005,14
16031,3670
16063,813
16085,2583
16041,2139
16069,7645
16055,32365
16067,3187
16083,14466
16013,3189
16015,1361
16023,592
16047,1929
16001,74881
16007,1036
16011,7226
16025,196
16035,1999
16051,3884
41039,73456
51181,1086
51043,1864
51117,4817
51015,10376
51075,3183
51113,1982
51161,13299
51025,2842
51131,1564
51163,3102
51720,727
51570,2948
51021,1054
51023,5071
51520,2628
51830,1071
51035,4300
06075,92789
06067,254816
06017,36556
06053,50415
06073,501363
06107,61027
06023,25498
06003,181
06039,24001
06087,38324
06105,2875
06065,386861
06071,329045
06041,32480
06061,69524
06089,40243
06095,83235
06011,2826
28029,4069
28049,37627
28145,3870
28139,2776
28035,10330
28071,5737
28087,8275
28157,862
28065,1817
28123,3257
28163,3998
28011,4341
28113,5077
28131,2573
28069,1305
28133,3599
28001,4232
28033,30201
42045,62059
42111,7807
29123,1911
29217,2828
29147,2569
29041,848
29223,2106
29201,5535
29011,1671
29039,2298
29073,2263
29121,2015
29149,1457
29186,2611
29067,1920
29083,3573
29109,5840
29169,7698
29215,4391
29027,5990
29053,2512
29075,928
51650,23163
51191,7480
51139,3106
51510,15653
51013,13405
51027,2769
51179,20785
51760,29041
51057,1763
51185,6115
51685,1919
51183,1607
51683,4859
51775,3577
51037,1890
51081,1838
53067,50781
53013,827
47165,28290
29133,1808
29153,1543
29017,1641
47169,1758
47027,839
17163,42852
17139,2226
17149,2558
17151,913
17173,3204
17019,23956
17013,694
17053,2185
17089,73311
17093,18204
17009,1089
17121,7021
17125,1937
17075,4513
17025,2113
17059,969
17133,5502
17181,2817
17201,46623
17153,1187
17169,1170
17045,2926
17007,6864
17011,5405
17029,7955
17033,3093
17155,1086
17039,2746
17103,6579
17117,7584
17159,2426
17189,2394
41067,87072
41007,8926
42023,664
42017,73234
42077,42196
42031,3247
42059,4045
42079,40599
42037,6763
42065,4016
42099,4834
42113,752
44003,24314
44009,15058
45071,4344
45027,4595
45085,17351
45011,2812
45031,9409
45091,39222
45021,8692
45053,3941
45061,1956
45001,3241
46085,559
46039,617
06021,4347
06007,43620
06031,23260
06063,4771
06079,48332
06019,141365
06029,119987
06059,432294
06111,129975
06009,11505
06101,16176
06081,92192
06109,13018
06077,106367
06005,8946
08095,527
08007,2690
08031,83799
08061,249
08055,1633
08009,656
08047,1403
08063,1213
08051,2054
08079,193
08091,1023
08115,414
08123,47401
08027,1219
08023,907
08035,43912
08065,1011
08067,9758
08097,1831
08105,1855
08011,828
08025,791
08111,122
08069,46291
08075,3400
08113,1011
08119,4462
08039,4442
08071,2881
08073,656
08117,3921
08003,2419
08029,5063
08043,8651
08085,7528
08087,3840
08109,1198
08099,1981
08014,8295
08121,1078
08049,2560
08089,3061
10005,32083
11001,62030
09009,101941
09003,104376
47157,140341
47077,3555
47089,8369
47153,2193
47017,3698
47037,89720
47135,1030
47121,1824
47075,2409
47125,31910
47061,1311
47029,4038
47041,2325
47101,1965
47131,3800
47167,10262
47045,5314
47065,54598
47139,2768
47185,3839
47163,23678
36095,4218
36035,7164
36083,19278
36033,6340
36081,239160
36115,7870
36061,121880
36011,10448
36087,33580
36063,29861
36031,5282
36059,139871
36097,2934
36017,6360
36045,15407
36103,179604
36121,5290
36075,14787
36117,12196
36007,22869
08053,142
36029,116190
36105,9471
36071,48339
37087,10582
37067,53146
18041,3013
18089,73848
18107,5893
18001,4073
18021,3581
18037,4272
18047,2282
18059,10299
18067,13092
18115,875
18121,2777
18135,3848
18007,1349
18013,2544
18133,5278
18175,3769
18027,3082
18065,7163
18083,4821
18095,19329
18125,1693
18131,1888
18151,4824
56021,17384
56039,3262
48407,4224
48459,7138
48473,6750
48493,7406
48219,3298
48329,24735
48299,4498
48147,6350
48041,23339
48165,1576
48179,3844
48237,1298
48035,3108
48029,283452
48023,546
48121,120316
48167,52590
48393,159
48463,3448
48037,16274
48263,101
48425,1365
48199,9217
48289,2462
48351,2399
48389,1953
48453,144980
48087,409
48143,5521
48345,293
48083,1735
48325,8084
48213,14377
48277,8541
48267,769
48477,5153
48429,1654
48003,2063
48177,2026
48305,870
48505,1253
48221,11203
48269,30
48073,7815
48119,855
48253,3458
09015,17250
09011,39357
09007,20155
12031,140251
09013,16740
09001,91683
12133,4150
12007,4239
12009,94827
12019,34305
12067,1204
12069,58318
12089,13158
12103,161419
12105,99464
12111,48900
12043,2085
12051,4263
12061,24194
12063,7911
12109,34513
12117,63971
12005,32260
12035,19069
12045,2483
12077,1000
12097,51159
12131,11782
12039,6789
12065,1940
12083,57587
12049,2340
12093,5591
12095,168651
12041,2250
12121,6373
12001,27815
12013,2036
12015,35790
12029,2233
12085,27665
12115,66442
12081,60159
12017,26965
12003,3949
12113,29037
12073,32702
12011,266479
12087,12921
12053,33741
12057,181017
12123,2991
12129,5918
13189,2773
13211,2899
13149,1647
13095,13321
13111,4581
13153,24867
13175,5579
13255,7701
13271,1070
18171,1190
18165,2477
18179,3991
18003,52863
18031,3207
18035,15006
18043,11293
18077,4490
18079,4161
18081,20600
18103,5520
18109,10429
18051,4741
18111,2211
18117,2495
18141,35179
18085,10442
18099,5726
18155,1450
18163,25922
18009,1599
18143,3250
18105,14679
18039,25358
18025,1307
18017,5629
18097,122414
18177,9688
19023,2366
19071,1216
19079,2129
19173,924
19175,2124
19195,1267
19159,747
19001,1055
19037,1472
19039,1448
19059,2848
19103,15183
19107,1469
19171,2609
19179,5445
19069,1602
19027,3007
19031,2923
19067,2160
19073,1417
19115,1518
19119,1417
37015,2798
13291,4314
37017,5498
37031,13403
37117,3687
37143,2820
37157,15353
37029,1853
37071,34407
37125,14945
37167,9995
37199,2927
37037,8694
37101,29506
37145,6091
37009,4307
37107,8573
37133,28382
37161,10698
37197,6717
37023,14321
38097,1251
38021,641
38101,9666
38067,1198
38041,549
38017,23071
38029,544
38077,2293
38001,378
38027,363
