17051,22.4
17107,24.1
17165,26.4
17097,18.2
17127,27.1
17017,18.8
18069,20.8
18181,21.4
18075,18.4
18145,18.3
18153,20.7
18157,20.0
18057,15.8
18005,17.7
18049,23.7
18113,18.8
18019,22.9
18063,20.2
18053,20.7
18071,20.7
18119,21.3
18183,19.9
18023,18.5
18161,19.8
18029,19.0
18093,19.5
18123,19.3
18129,22.1
18015,22.1
18045,21.4
18149,22.3
18055,21.3
19011,20.9
19061,19.5
19151,23.6
19177,23.8
19003,23.1
19009,23.3
19051,18.5
19093,21.5
19135,23.1
19167,17.9
19025,23.7
19033,23.3
19083,23.0
19117,23.3
19147,23.4
19087,23.5
19099,21.8
19157,20.3
19043,18.6
19017,18.8
19063,25.2
19081,18.6
19097,20.8
19111,23.4
19181,21.5
19123,20.3
19041,25.4
19055,19.1
13005,21.0
13025,16.5
13017,17.7
13033,18.8
13047,23.9
13053,28.8
13055,18.5
13073,22.0
13087,22.5
13115,19.2
13117,17.3
13137,19.2
13147,21.1
13185,20.5
13191,21.4
13199,24.1
13207,19.3
13237,19.8
13261,19.5
13265,12.2
13301,14.2
20193,29.4
19185,19.0
19163,21.0
20181,28.4
20127,24.9
20163,24.5
20025,30.9
20077,27.6
20111,23.7
20145,27.3
20033,31.7
20063,23.7
20079,25.3
20093,20.7
20113,23.9
05041,18.8
05049,29.7
05061,23.8
05051,27.8
05093,21.5
05115,20.6
05117,21.3
05139,21.1
05147,17.0
05023,20.0
05025,20.0
05067,21.0
05057,20.6
05135,24.6
05137,22.6
05143,20.5
05005,25.4
05003,20.9
05031,20.9
05055,21.1
05105,24.0
05111,21.3
05133,19.2
05013,17.7
05019,24.1
05075,23.1
05095,20.3
05029,19.4
05101,24.3
05001,20.4
05085,22.3
05015,23.8
05123,25.7
05119,22.9
06047,22.8
06043,31.1
06049,26.2
06013,21.4
06027,24.8
06099,24.9
06083,21.2
06103,30.5
06051,28.0
06069,25.9
13079,26.0
13029,23.6
13035,17.3
13039,26.7
13099,20.0
13069,17.9
13077,22.7
13123,18.2
13297,21.1
13317,18.6
13091,19.1
13129,21.7
13057,23.3
13113,19.4
13177,23.9
13227,22.2
13133,18.7
13075,19.9
13085,21.3
13121,16.0
15001,22.4
15003,20.3
15007,19.7
15005,22.6
16031,26.2
16063,24.2
16085,30.3
16041,26.9
16069,27.3
16055,29.7
16067,24.6
16083,26.8
16013,20.1
16015,23.7
16023,31.0
16047,19.8
16001,24.3
16007,26.1
16011,26.2
16025,26.8
16035,29.5
16051,23.6
41039,28.7
51181,21.9
51043,18.0
51117,21.2
51015,18.8
51075,18.6
51113,20.7
51161,19.7
51025,23.1
51131,18.0
51163,18.2
51720,26.5
51570,24.4
51021,21.3
51023,20.7
51520,21.7
51830,14.4
51035,19.3
06075,13.3
06067,24.8
06017,26.7
06053,18.3
06073,22.3
06107,22.5
06023,27.6
06003,23.5
06039,24.6
06087,21.3
06105,29.2
06065,24.8
06071,24.4
06041,17.1
06061,25.7
06089,31.8
06095,27.4
06011,20.7
28029,21.5
28049,24.5
28145,20.3
28139,19.4
28035,22.1
28071,18.3
28087,21.1
28157,13.8
28065,22.8
28123,17.7
28163,20.3
28011,21.1
28113,20.0
28131,21.3
28069,19.3
28133,20.6
28001,19.0
28033,25.8
42045,16.2
42111,14.1
29123,22.4
29217,20.6
29147,20.6
29041,16.1
29223,22.1
29201,21.0
29011,20.7
29039,23.6
29073,21.2
29121,19.2
29149,19.4
29186,20.6
29067,20.0
29083,23.0
29109,22.9
29169,26.6
29215,23.9
29027,19.5
29053,20.6
29075,20.7
51650,25.6
51191,18.8
51139,17.9
51510,13.1
51013,7.7
51027,16.9
51179,22.1
51760,18.4
51057,22.4
51185,20.1
51685,17.3
51183,19.1
51683,18.4
51775,20.9
51037,22.4
51081,20.9
53067,25.9
53013,27.2
47165,22.5
29133,18.6
29153,22.5
29017,18.8
47169,24.4
47027,15.0
17163,24.0
17139,22.5
17149,23.4
17151,27.4
17173,20.6
17019,19.6
17013,19.9
17053,23.5
17089,21.2
17093,23.0
17009,22.4
17121,26.8
17125,19.6
17075,22.9
17025,22.6
17059,26.2
17133,22.8
17181,23.0
17201,24.0
17153,30.5
17169,22.5
17045,23.1
17007,19.6
17011,22.9
17029,24.1
17033,22.5
17155,25.7
17039,24.1
17103,26.3
17117,23.5
17159,22.1
17189,23.7
41067,21.5
41007,31.3
42023,18.7
42017,16.4
42077,17.0
42031,12.3
42059,15.4
42079,17.9
42037,15.5
42065,12.9
42099,14.8
42113,15.3
44003,20.1
44009,17.4
45071,16.7
45027,18.9
45085,24.7
45011,19.7
45031,20.4
45091,21.9
45021,22.5
45053,19.5
45061,16.0
45001,18.9
46085,23.7
46039,20.5
06021,24.2
06007,29.6
06031,25.0
06063,33.0
06079,25.6
06019,23.4
06029,22.3
06059,19.9
06111,22.8
06009,33.0
06101,25.8
06081,16.7
06109,31.5
06077,22.8
06005,29.5
08095,18.8
08007,26.5
08031,16.5
08061,25.0
08055,31.3
08009,25.2
08047,28.5
08063,23.3
08051,19.4
08079,27.7
08091,26.6
08115,25.7
08123,24.1
08027,32.0
08023,32.5
08035,19.8
08065,18.2
08067,24.5
08097,13.4
08105,24.2
08011,18.3
08025,20.4
08111,25.2
08069,20.4
08075,22.4
08113,16.7
08119,23.8
08039,24.2
08071,27.4
08073,15.9
08117,16.8
08003,25.1
08029,22.7
08043,23.4
08085,25.3
08087,20.9
08109,24.8
08099,25.5
08014,17.7
08121,31.8
08049,22.1
08089,25.2
10005,19.1
11001,12.6
09009,17.1
09003,16.7
47157,22.9
47077,18.3
47089,22.0
47153,20.4
47017,19.2
47037,18.9
47135,18.5
47121,20.7
47075,19.8
47125,25.8
47061,13.9
47029,15.7
47041,16.5
47101,23.2
47131,17.9
47167,25.0
47045,20.8
47065,21.5
47139,22.5
47185,20.4
47163,20.7
36095,18.9
36035,18.6
36083,17.3
36033,18.1
36081,14.5
36115,17.5
36061,9.8
36011,18.8
36087,16.5
36063,19.8
36031,18.4
36059,14.8
36097,22.2
36017,18.5
36045,21.5
36103,17.4
36121,18.2
36075,18.5
36117,19.1
36007,17.9
08053,20.2
36029,18.0
36105,17.8
36071,19.9
37087,23.1
37067,21.1
18041,18.6
18089,22.5
18107,22.6
18001,19.2
18021,19.6
18037,14.9
18047,14.7
18059,20.0
18067,23.0
18115,20.0
18121,23.1
18135,22.2
18007,23.1
18013,22.3
18133,21.3
18175,19.5
18027,15.0
18065,20.8
